mode,phase,token_count,latency_s_mean,throughput_tok_s_mean
no_cache,prefill,512,0.04895100900012039,10481.213162045247
no_cache,decode,512,43.55416383259999,11.755527741119376
kv_cache_v1,prefill,512,0.048824206399967804,10494.90171911148
kv_cache_v1,decode,512,7.4156585281999465,69.6494810857064
